차량번호,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,제시번호,차량모델,제조사,가격
69로6951,10년04월(10년형),"161,304",가솔린,오토,정보없음,중형,"1,998",흰색,없음,없음,없음,20210420,YF쏘나타Y20 월드컵 스페셜 에디션 ,현대,470만원
15다2779,11년07월(12년형),"161,000",가솔린,오토,7.4,대형,0,은색,정보없음,없음,1 건,20210322,에쿠스(신형)VL500 프레스티지 리무진,현대,"1,430만원"
309누5814,19년02월(19년형),"114,762",가솔린,오토,정보없음,중형,"1,999",검정,없음,없음,1 건,2021058323,쏘나타 뉴 라이즈2.0 스마트 스페셜,현대,"1,445만원"
346도7147,17년06월(18년형),"78,674",가솔린,오토,10.1,대형,"2,999",흰색,없음,없음,없음,20201298446,그랜저IG3.0 익스클루시브 기본형,현대,"2,140만원"
26구0862,16년04월(16년형),"67,086",가솔린,수동,정보없음,경차,999,흰색,없음,없음,없음,20210412,더 넥스트 스파크 밴1.0 승용밴 기본형,한국GM,360만원
112더9799,18년08월(19년형),"83,477",디젤,오토,13.8,SUV,"2,199",회색,없음,없음,1 건,121001178,더 뉴 쏘렌토2.0 디젤 4WD 프레스티지,기아,"2,079만원"
345로6750,17년02월(17년형),"144,290",디젤,오토,9.9,SUV,"2,959",흰색투톤,없음,없음,1 건,2021063996,더 뉴 모하비4WD VIP 5인승 ,기아,"2,460만원"
56어5814,11년05월(11년형),"126,402",가솔린,오토,정보없음,준중형,"1,591",흰색,없음,없음,없음,20210409,포르테1.6 GDI 럭셔리,기아,380만원
227누8222,20년11월(21년형),"2,273",가솔린,오토,정보없음,준중형,"1,998",검정색,없음,없음,없음,20210408,벨로스터 N2.0 T-GDi ,현대,"3,290만원"
345로6764,17년03월(17년형),"115,064",가솔린,오토,정보없음,경차,999,흰색,없음,없음,1 건,2021063988,더 넥스트 스파크LT PLUS C-TECH ,한국GM,550만원
77고6875,17년04월(18년형),"98,419",디젤,오토,정보없음,RV,"2,199",검정,없음,없음,1 건,2021069485,올 뉴 카니발11인승 2.2 디젤 럭셔리,기아,"1,750만원"
21주8486,11년10월(12년형),"133,662",가솔린,오토,정보없음,준중형,"1,591",흰색,없음,없음,없음,2021040502,아반떼MDM16 GDi PREMIER ,현대,670만원
316저6881,17년02월(17년형),"61,007",가솔린,오토,10.8,중형,"1,998",검정색,없음,없음,없음,6733102454,올 뉴 말리부2.0 터보 LT 프리미엄,한국GM,"1,650만원"
60머5260,14년04월(15년형),"67,072",가솔린,오토,정보없음,경차,998,진주색,없음,없음,없음,2.02E+11,all new 모닝럭셔리 ,기아,630만원
31무5170,13년04월(13년형),"137,707",가솔린,오토,13.9,준중형,"1,591",흰색,없음,없음,없음,20211128493,아반떼MDM16 GDI 에비뉴 ,현대,540만원
104노1042,21년01월(21년형),16,가솔린,오토,정보없음,SUV,"1,997",흰색,없음,없음,없음,202104007,더 뉴 QM62.0 GDe 2WD RE Signature,르노삼성,"2,760만원"
166루8407,18년03월(18년형),"116,288",디젤,오토,13.9,SUV,"1,991",다크그레이,없음,없음,1 건,2021075353,스포티지 4세대디젤 2.0 2WD 프레스티지 ,기아,"1,410만원"
362우6165,19년01월(19년형),"62,084",가솔린,오토,16,경차,998,진주,없음,없음,1 건,2021075355,올 뉴 모닝(JA)럭셔리 ,기아,890만원
145루6759,17년02월(17년형),"103,936",가솔린,오토,정보없음,중형,"1,999",검정색,없음,없음,없음,20211135080,LF쏘나타2.0 스마트 기본형,현대,"1,250만원"
346노3448,18년07월(18년형),"44,642",가솔린,오토,정보없음,경차,998,초록색,없음,없음,없음,20211142478,더 뉴 레이1.0 가솔린 트렌디,기아,"1,010만원"
316저6869,17년10월(18년형),"87,833",디젤,오토,정보없음,RV,"2,199",진주색,없음,없음,없음,20211142888,올 뉴 카니발9인승 2.2 디젤 프레스티지,기아,"1,960만원"
166루8484,18년02월(18년형),"51,965",가솔린,오토,정보없음,중형,"1,999",검정,없음,없음,없음,2021081896,K5 2세대2.0 가솔린 MX 럭셔리,기아,"1,470만원"
90라4441,17년05월(18년형),"102,393",디젤,오토,정보없음,트럭,"2,497",청색,없음,없음,1 건,2021069524,포터2초장축 슈퍼캡 CRDi Modern,현대,"1,250만원"
28버6966,19년04월(19년형),"15,000",디젤,오토,16.3,SUV,0,흰색,정보없음,없음,없음,20210423,올 뉴 투싼디젤(e-VGT R)1.6 2WD 모던,현대,"2,090만원"
46버2357,08년07월(08년형),"140,513",가솔린,오토,정보없음,대형,"3,342",회색,없음,없음,없음,20211020790,제네시스BH330 LUXURY 프라임팩,현대,670만원
56라1598,13년10월(14년형),"159,772",LPG,오토,14,경차,995,파랑색,없음,없음,없음,20211148499,쉐보레 스파크LPGi L 스타,한국GM,350만원
131너7059,18년06월(19년형),"62,088",가솔린,오토,정보없음,대형,"2,359",검정색,없음,없음,없음,20211142853,그랜저IG2.4 프리미엄 기본형,현대,"1,980만원"
88조3251,11년04월(11년형),"85,822",디젤,수동,정보없음,트럭,"2,497",검정투톤,없음,없음,1 건,2021084203,포터2스낵카 ,현대,870만원
30어3554,11년10월(12년형),"179,584",디젤,오토,정보없음,준중형,"1,998",흰색,없음,없음,없음,20211146225,쉐보레 크루즈52.0 LTZ+ 기본형,한국GM,300만원
113소5167,16년10월(17년형),"171,496",가솔린,오토,9.1,대형,"3,342",검정색,없음,없음,없음,20211084209,G80(DH)3.3 GDI AWD 럭셔리,제네시스,"2,000만원"
151도9683,17년01월(16년형),"121,865",가솔린,오토,12,중형,"1,997",흰색,없음,없음,없음,20211062996,SM62.0 GDe LE ,르노삼성,"1,050만원"
371더4822,18년01월(18년형),"46,329",하이브리드(가솔린),오토,16.2,대형,"2,359",검정색,없음,없음,없음,20211044818,올 뉴 K7 하이브리드노블레스 스페셜,기아,"2,780만원"
10라3102,06년12월(07년형),"168,844",디젤,수동,정보없음,SUV,0,은색,정보없음,없음,없음,2021056038,싼타페 CM2WD(2.0 VGT) MLX 고급형,현대,350만원
328무3748,20년07월(21년형),"3,136",가솔린,오토,정보없음,중형,"1,332",흰색,없음,없음,없음,20211026644,The New SM61.3 TCe 260 RE,르노삼성,"2,400만원"
61오3103,11년02월(11년형),"137,243",가솔린,오토,정보없음,대형,"2,999",흰색,없음,없음,없음,20211087850,그랜저HGHG300 로얄,현대,870만원
10보1300,06년12월(07년형),"111,589",가솔린,오토,정보없음,준중형,"1,591",은색,없음,없음,없음,20210420,아반떼HD1.6 VVT S16 LUXURY,현대,310만원
16루4546,17년07월(18년형),"42,079",디젤,오토,12.7,SUV,"1,995",흰색,없음,없음,1 건,202104012,싼타페 더 프라임디젤 R2.0 2WD 5인승 1 million 기본형,현대,"2,590만원"
24거8793,09년06월(09년형),"106,175",가솔린,오토,정보없음,대형,"3,778",검정색,없음,없음,없음,20201125430,제네시스BH380 LUXURY 기본형,현대,790만원
75우2167,05년10월(06년형),"179,672",디젤,오토,정보없음,RV,"2,902",흰색,없음,없음,없음,20201315863,그랜드카니발GX 고급형,기아,340만원
80로4967,20년02월(20년형),"37,827",디젤,수동,정보없음,트럭,"2,497",흰색,없음,없음,없음,20211143086,더 뉴 봉고3파워게이트 1.2톤 수직형(2단) 킹캡 초장축 GL,기아,"2,170만원"
27저7205,11년11월(12년형),"148,564",가솔린,오토,11.3,대형,"2,400",흰색,없음,없음,없음,2021025046,그랜저HGHG240 럭셔리,현대,780만원
48소5278,14년07월(15년형),"99,432",가솔린,오토,8.8,대형,0,은색,정보없음,없음,1 건,2021044515,제네시스DHG330 프리미엄 AWD ,현대,"2,070만원"
399너2740,16년05월(16년형),"170,671",가솔린,오토,정보없음,대형,"2,359",검정색,없음,없음,없음,20211151907,올 뉴 K72.4 GDI 프레스티지 ,기아,"1,350만원"
20고7009,14년04월(15년형),"166,271",LPG,오토,정보없음,경차,998,보라색,없음,없음,없음,20201120337,all new 모닝스마트 바이퓨얼 트렌디 ,기아,440만원
168거5041,19년07월(20년형),"62,252",가솔린,오토,12.3,중형,"1,999",다크그레이,없음,없음,1 건,2021085536,쏘나타 (DN8)2.0 스마트,현대,"1,870만원"
168거5098,18년08월(19년형),"36,665",디젤,오토,13.8,SUV,"1,995",진주,없음,없음,1 건,2021085539,더 뉴 쏘렌토2.0 디젤 2WD 프레스티지,기아,"2,605만원"
27서4937,15년04월(15년형),"105,194",디젤,오토,13.1,준중형,"1,998",회색,없음,없음,없음,2021041402,어메이징 뉴 크루즈2.0 디젤 LTZ,한국GM,620만원
289모2278,16년02월(16년형),"41,400",디젤,오토,19.1,준중형,"1,582",검정색,없음,없음,없음,20201083877,더 뉴 K3 디젤1.6 디젤 디럭스 ,기아,940만원
72보2610,11년06월(11년형),"144,098",디젤,오토,정보없음,RV,"2,199",진주색,없음,없음,없음,20211151081,카니발 R그랜드카니발 GX 그랜드 팩,기아,570만원
43로5850,10년07월(10년형),"223,308",가솔린,오토,정보없음,대형,"3,778",검정색,없음,없음,없음,20201182265,에쿠스(신형)VS380 럭셔리,현대,690만원
41조8159,13년01월(13년형),"201,960",디젤,오토,14.4,SUV,"1,995",회색,없음,없음,없음,20201288832,싼타페 DMR2.0 2WD PREMIUM 기본형,현대,"1,190만원"
69로3794,15년07월(15년형),"162,611",LPG,오토,정보없음,중형,"1,999",회색,없음,없음,없음,20201287638,LF쏘나타LPI 스마트 기본형,현대,730만원
38무0489,16년09월(17년형),"34,795",가솔린,오토,12.7,중형,"1,490",검정색,없음,없음,없음,20211145762,올 뉴 말리부1.5 터보 LTZ,한국GM,"1,360만원"
364우2833,18년05월(18년형),"37,193",가솔린,오토,정보없음,대형,"2,359",검정색,없음,없음,없음,6733103007,올 뉴 K72.4 GDI 프레스티지 ,기아,"1,925만원"
37나6997,12년05월(13년형),"150,523",하이브리드(가솔린),오토,16.8,중형,"1,999",진주색,없음,없음,없음,20201359016,K5 하이브리드프레스티지 ,기아,750만원
27서5726,12년09월(13년형),"140,000",가솔린,오토,11.9,중형,"2,000",흰색,없음,41 건,1 건,2021104418,K5가솔린 2.0 럭셔리,기아,630만원
92소9540,11년02월(11년형),"274,244",디젤,수동,정보없음,승합,"2,497",회색,없음,없음,없음,20201377605,그랜드스타렉스5인승 밴 CVX 디럭스,현대,470만원
28너8674,09년12월(10년형),"167,911",디젤,오토,정보없음,SUV,"1,995",쥐색,없음,없음,없음,20201394908,쏘렌토R디젤 2.0 2WD LIMITED 프리미엄,기아,760만원
68오0596,16년03월(16년형),"118,548",디젤,오토,12.9,SUV,"1,995",검정색,없음,없음,없음,20201408918,올 뉴쏘렌토디젤 2.0 2WD 노블레스,기아,"1,699만원"
46러5648,13년01월(13년형),"117,330",가솔린,오토,정보없음,경차,998,진주색,없음,없음,없음,20211152000,레이밴2인승밴 고급형,기아,570만원
14루1478,15년10월(16년형),"74,485",가솔린,오토,정보없음,경차,998,진주색,없음,없음,없음,20201418975,더 뉴 모닝스포츠 런 하이,기아,660만원
69오2298,09년03월(09년형),"170,843",디젤,오토,정보없음,SUV,"2,188",흰색,없음,없음,없음,20201434074,싼타페 CM2WD(2.2 VGT) 스타일팩 기본형,현대,520만원
69구6568,09년05월(09년형),"193,130",디젤,오토,정보없음,SUV,"1,991",회색,없음,없음,없음,20211007004,싼타페 CM2WD(2.0 VGT) 스타일팩 기본형,현대,450만원
92모5740,15년02월(15년형),"33,728",디젤,오토,정보없음,트럭,"2,497",파랑색,없음,없음,없음,20211012020,포터2초장축 더블캡 CRDi GOLD 기본형,현대,"1,350만원"
63라8824,12년03월(12년형),"168,381",가솔린,오토,9.4,대형,"2,997",회색,없음,없음,없음,20211013896,알페온EL300 슈프림,한국GM,630만원
19고8803,11년05월(11년형),"154,637",가솔린,오토,정보없음,대형,"3,342",검정색,없음,없음,없음,20211125624,제네시스BH330 LUXURY 기본형,현대,930만원
77주9932,16년11월(17년형),"67,455",디젤,오토,정보없음,RV,"2,199",검정색,없음,없음,없음,20211127592,올 뉴 카니발11인승 2.2 디젤 럭셔리,기아,"1,650만원"
157더7471,17년03월(17년형),"72,687",가솔린,오토,11.2,대형,"2,359",검정색,없음,없음,없음,20211130957,그랜저IG2.4 프리미엄 기본형,현대,"2,099만원"
69두0579,15년09월(16년형),"143,470",디젤,오토,11.2,RV,"2,199",검정색,없음,없음,없음,20211032674,올 뉴 카니발7인승 2.2 디젤 리무진 VIP,기아,"1,870만원"
57라5534,19년06월(19년형),"42,564",가솔린,수동,10.7,준중형,"1,998",검정색,없음,없음,없음,20211152112,벨로스터 N2.0 T-GDi ,현대,"2,550만원"
43수1004,17년04월(17년형),"79,183",가솔린,오토,11.6,중형,"1,999",진주색,없음,없음,없음,2021010729,K5 2세대2.0 가솔린 MX 스페셜 에디션,기아,"1,610만원"
11거2448,07년01월(07년형),"203,062",디젤,오토,정보없음,SUV,"1,991",회색,없음,없음,없음,20211156773,투싼2.0 VGT 디젤 2WD MX 고급형,현대,230만원
278다8129,17년03월(17년형),"101,209",가솔린,오토,정보없음,대형,"2,359",파랑색,없음,없음,없음,20211115038,올 뉴 K72.4 GDI 프레스티지 ,기아,"1,620만원"
69도9201,12년01월(12년형),"114,000",LPG,오토,정보없음,경차,998,베이지,없음,없음,없음,2021084860,all new 모닝럭셔리 바이퓨얼 ,기아,550만원
145버6268,21년02월(21년형),"2,213",가솔린,오토,정보없음,SUV,"2,497",검정색,없음,없음,없음,20211163702,GV70가솔린 2.5T AWD ,제네시스,"5,750만원"
05라7160,19년08월(19년형),"55,216",디젤,오토,10.5,SUV,"2,157",검정색,없음,없음,없음,20211164067,G4 렉스턴2.2 2WD 유라시아 에디션,쌍용,"2,490만원"
73주3801,18년08월(19년형),"88,744",디젤,오토,정보없음,RV,"2,199",진주색,없음,없음,없음,20211166596,더 뉴 카니발11인승 2.2 디젤 프레스티지,기아,"1,980만원"
01서8961,18년05월(18년형),"34,172",가솔린,오토,정보없음,경차,998,진주색,없음,없음,없음,20211117435,더 뉴 레이1.0 가솔린 디럭스,기아,"1,070만원"
26고5373,14년06월(15년형),"87,753",가솔린,오토,13.5,경차,998,빨강색,없음,없음,없음,20211112720,레이1.0 가솔린 럭셔리,기아,789만원
167구1575,18년04월(18년형),"90,000",가솔린,오토,10.1,대형,"2,999",다크그레이,없음,없음,없음,2021092031,그랜저IG3.0 익스클루시브 기본형,현대,"2,120만원"
276러5265,17년04월(17년형),"46,787",전기,오토,정보없음,준중형,74,흰색,없음,없음,1 건,2021090972,SM3 Z.E.RE ,르노삼성,"1,080만원"
276러5276,16년04월(16년형),"81,490",LPG,오토,정보없음,중형,"1,998",검정,없음,없음,1 건,2021090970,K5 2세대렌터카 2.0 LPI SX 럭셔리,기아,"1,050만원"
18오1317,16년12월(17년형),"97,000",디젤,오토,정보없음,중형,"1,500",검정,없음,없음,1 건,2021087633,올 뉴 말리부1.5 터보 퍼펙트 블랙 LTZ,한국GM,"1,700만원"
08로1582,06년08월(06년형),"148,205",가솔린,오토,정보없음,중형,"1,998",진주색,없음,없음,없음,2021032663,뉴SM5LE ,르노삼성,209만원
84우3283,18년12월(18년형),"84,133",디젤,수동,정보없음,트럭,"3,933",흰색,없음,없음,없음,20211154065,올 뉴 마이티활어운반차 2.5톤 슈퍼캡 장축고상 슈퍼 ,현대,"5,550만원"
73마9069,13년07월(13년형),"203,159",디젤,오토,정보없음,RV,"2,199",진주색,없음,없음,없음,20211151851,카니발 R그랜드카니발 GLX 고급형,기아,580만원
354누5028,20년12월(21년형),"2,787",가솔린,오토,정보없음,경차,998,회색,없음,없음,없음,20211149209,더 뉴 레이1.0 가솔린 프레스티지,기아,"1,450만원"
333모5403,16년05월(17년형),"77,070",디젤,오토,15,SUV,"1,685",회색,없음,없음,없음,202105003,올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD 모던,현대,"1,540만원"
16노4145,12년03월(12년형),"54,195",가솔린,오토,정보없음,대형,"2,359",진주,없음,없음,1 건,2021094052,더 프레스티지 K72.4 GDI 프레스티지,기아,890만원
87수5278,15년01월(15년형),"126,631",디젤,수동,정보없음,트럭,"2,500",흰색,없음,없음,없음,211165366,포터24WD 장축 더블캡 슈퍼,현대,"1,250만원"
239어7181,20년03월(20년형),"11,525",하이브리드(가솔린),오토,19.5,SUV,"1,580",진주색,없음,없음,없음,20211170892,더 뉴 니로1.6 HEV 노블레스,기아,"2,800만원"
14무5293,19년05월(19년형),"32,652",하이브리드(가솔린),오토,정보없음,대형,"2,359",검정색,없음,없음,없음,20211165355,그랜저IG 하이브리드익스클루시브 스페셜,현대,"3,249만원"
54루0280,16년11월(16년형),"82,100",가솔린,오토,9.7,대형,0,흰색,정보없음,없음,없음,20210428,올 뉴 K73.3 GDI 노블레스 스페셜 ,기아,"1,910만원"
